UniqueID	CloneID	Symbol	Name	EntrezID
HV6G11	753987	PARP4	Poly (ADP-ribose) polymerase family, member 4	143
HV6G12	34616	KCTD2	Potassium channel tetramerisation domain containing 2	23510
HV6H1	812975	KANK1	KN motif and ankyrin repeat domains 1	23189
HV6H2	212704			
HV6H3	30885	SART3	Squamous cell carcinoma antigen recognized by T cells 3	9733
HV6H5	812167	GGA3	Golgi-associated, gamma adaptin ear containing, ARF binding protein 3	23163
HV6H6	34106	TTLL12	Tubulin tyrosine ligase-like family, member 12	23170
HV6H7	742007		Transcribed locus	
HV6H9	563451			
HV6H10	245198	MED24	Mediator complex subunit 24	9862
HV6H11	143966	SEPT6	Septin 6	23157
HV6H12	823715	SERTAD2	SERTA domain containing 2	9792
HV7A2	251135	DDOST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase	1650
HV7A3	211206	MAD2L1BP	MAD2L1 binding protein	9587
HV7A4	768324			
HV7A6	753313	LAPTM5	Lysosomal protein transmembrane 5	7805
HV7A7	713653	MESDC2	Mesoderm development candidate 2	23184
HV7A9	563403			
HV7A10	51532	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	23204
HV7A12	753692	ABLIM1	Actin binding LIM protein 1	3983
HV7B3	823900	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527
HV7B4	203347	CLTC	Clathrin, heavy chain (Hc)	1213
HV7B7	687990	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	9459
HV7B9	666377	VEZF1	Vascular endothelial zinc finger 1	7716
HV7B11	823851	AEBP1	AE binding protein 1	165
HV7B12	813460			
HV7C3	120881	RAB31	RAB31, member RAS oncogene family	11031
HV7C4	361565	GLUD1	Glutamate dehydrogenase 1	2746
HV7C5	550355	PKN2	Protein kinase N2	5586
HV7C6	361943			
HV7C7	325062			
HV7C8	345348	PRDM2	PR domain containing 2, with ZNF domain	7799
HV7C9	592359	SLC39A7	Solute carrier family 39 (zinc transporter), member 7	7922
HV7C10	119530	KCNJ15	Potassium inwardly-rectifying channel, subfamily J, member 15	3772
HV7C12	811920	IL11RA	Interleukin 11 receptor, alpha	3590
HV7D1	204148	RPS6KA3	Ribosomal protein S6 kinase, 90kDa, polypeptide 3	6197
HV7D2	45542	IGFBP5	Insulin-like growth factor binding protein 5	3488
HV7D3	810282	ITPK1	Inositol-tetrakisphosphate 1-kinase	3705
HV7D4	136744	SPOP	Speckle-type POZ protein	8405
HV7D5	44975	IDI1	Isopentenyl-diphosphate delta isomerase 1	3422
HV7D6	160793	DLG1	Discs, large homolog 1 (Drosophila)	1739
HV7D7	358457	HNRNPH1	Heterogeneous nuclear ribonucleoprotein H1 (H)	3187
HV7D8	768562			
HV7D9	813149	HIST2H2BE	Histone cluster 2, H2be	8349
HV7E1	769645	NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	8509
HV7E2	134270			
HV7E4	248531			
HV7E5	360168	RABIF	RAB interacting factor	5877
HV7E6	234191	SOS1	Son of sevenless homolog 1 (Drosophila)	6654
HV7E9	753285	GYG1	Glycogenin 1	2992
HV7E10	769676	GSTZ1	Glutathione transferase zeta 1	2954
HV7E12	809588	GGH	Gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	8836
HV7F1	194364			
HV7F3	823663	FXR2	Fragile X mental retardation, autosomal homolog 2	9513
HV7F4	289551	FXR1	Fragile X mental retardation, autosomal homolog 1	8087
HV7F7	741139	EYA2	Eyes absent homolog 2 (Drosophila)	2139
HV7F8	301122	ECM1	Extracellular matrix protein 1	1893
HV7F12	755975	DAG1	Dystroglycan 1 (dystrophin-associated glycoprotein 1)	1605
HV7G2	249705	SHFM1	Split hand/foot malformation (ectrodactyly) type 1	7979
HV7G4	24032	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738
HV7G5	768496	EBI3	Epstein-Barr virus induced 3	10148
HV7G6	229579	GLG1	Golgi glycoprotein 1	2734
HV7G7	30170	CASP3	Caspase 3, apoptosis-related cysteine peptidase	836
HV7G8	769921	UBE2C	Ubiquitin-conjugating enzyme E2C	11065
HV7G9	767798	ATOX1	ATX1 antioxidant protein 1 homolog (yeast)	475
HV7G10	28098	ZNF410	Zinc finger protein 410	57862
HV7G11	113298	ALG13	Asparagine-linked glycosylation 13 homolog (S. cerevisiae)	79868
HV7H2	666658	ZFR	Zinc finger RNA binding protein	51663
HV7H3	204614	EIF4A1	Eukaryotic translation initiation factor 4A1	1973
HV7H5	126406	PIK3R3	Phosphoinositide-3-kinase, regulatory subunit 3 (gamma)	8503
HV7H7	563201	FAM190B	Family with sequence similarity 190, member B	54462
HV7H9	767069	SORL1	Sortilin-related receptor, L(DLR class) A repeats containing	6653
HV7H11	771173	MRPS21	Mitochondrial ribosomal protein S21	54460
HV7H12	248039	MAPK1IP1L	Mitogen-activated protein kinase 1 interacting protein 1-like	93487
HV8A1	201687			
HV8A3	180244			
HV8A4	770884	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	30851
HV8A8	669471	ANKRD46	Ankyrin repeat domain 46	157567
HV8A9	73268	CPD	Carboxypeptidase D	1362
HV8A10	309032	CPSF1	Cleavage and polyadenylation specific factor 1, 160kDa	29894
HV8A11	41929	PICALM	Phosphatidylinositol binding clathrin assembly protein	8301
HV8B1	292806	CSE1L	CSE1 chromosome segregation 1-like (yeast)	1434
HV8B2	230271	GLT8D1	Glycosyltransferase 8 domain containing 1	55830
HV8B3	770377	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	535
HV8B10	265680			
HV8B11	756666	PPP1CA	Protein phosphatase 1, catalytic subunit, alpha isozyme	5499
HV8B12	110467	CAV2	Caveolin 2	858
HV8C2	510702	CES2	Carboxylesterase 2	8824
HV8C3	549073	CAPZA2	Capping protein (actin filament) muscle Z-line, alpha 2	830
HV8C4	813426	TRIB2	Tribbles homolog 2 (Drosophila)	28951
HV8C7	133178	YES1	V-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	7525
HV8C8	753587	BTN3A3	Butyrophilin, subfamily 3, member A3	10384
HV8C9	233909	BTN2A1	Butyrophilin, subfamily 2, member A1	11120
HV8C10	188036			
HV8C11	179276	FASN	Fatty acid synthase	2194
HV8D1	204335			
HV8D3	77636	BHMT	Betaine--homocysteine S-methyltransferase	635
HV8D4	376516	LRBA	LPS-responsive vesicle trafficking, beach and anchor containing	987
HV8D5	24642	ENPP2	Ectonucleotide pyrophosphatase/phosphodiesterase 2	5168
HV8D6	667598	PSIP1	PC4 and SFRS1 interacting protein 1	11168
HV8D7	470179	ATXN2L	Ataxin 2-like	11273
HV8D8	123802	MFAP1	Microfibrillar-associated protein 1	4236
HV8D9	50413	COMT	Catechol-O-methyltransferase	1312
HV8D11	204755	SRSF11	Serine/arginine-rich splicing factor 11	9295
HV8E2	183462	MAN2C1	Mannosidase, alpha, class 2C, member 1	4123
HV8E3	245422	ADD1	Adducin 1 (alpha)	118
HV8E4	23831			
HV8E8	135538	REST	RE1-silencing transcription factor	5978
HV8F2	509588	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	6883
HV8F3	365930	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	6879
HV8F7	756488	TARBP2	TAR (HIV-1) RNA binding protein 2	6895
HV8F8	293576	TARDBP	TAR DNA binding protein	23435
HV8F9	26910	GPKOW	G patch domain and KOW motifs	27238
HV8F10	810506	STK3	Serine/threonine kinase 3	6788
HV8F11	50680	KIFAP3	Kinesin-associated protein 3	22920
HV8G1	360047	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	6604
HV8G3	160838	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	6601
HV8G4	293325	FYB	FYN binding protein	2533
HV8G8	726637	DYNLT3	Dynein, light chain, Tctex-type 3	6990
HV8G9	25588	CELF1	CUGBP, Elav-like family member 1	10658
HV8G10	567265	MED21	Mediator complex subunit 21	9412
HV8G11	562983	RALBP1	RalA binding protein 1	10928
HV8H1	179804	PWP2	PWP2 periodic tryptophan protein homolog (yeast)	5822
HV8H2	360079	OS9	Osteosarcoma amplified 9, endoplasmic reticulum lectin	10956
HV8H3	28012	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase)	8473
HV8H7	810316	IDH3A	Isocitrate dehydrogenase 3 (NAD+) alpha	3419
HV8H8	293859			
HV8H12	131595	MAGEA10	Melanoma antigen family A, 10	4109
HV9A1	292388	TMEM97	Transmembrane protein 97	27346
HV9A3	282310	PPFIA1	Protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	8500
HV9A5	245330	IGF2	Insulin-like growth factor 2 (somatomedin A)	3481
HV9A6	307553	KRAS	V-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	3845
HV9A7	201890	BIRC3	Baculoviral IAP repeat containing 3	330
HV9A8	34852	BIRC2	Baculoviral IAP repeat containing 2	329
HV9A9	345208	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	1994
HV9A10	128783	PEX13	Peroxisomal biogenesis factor 13	5194
HV9A11	811911			
HV9B3	741815		Transcribed locus	
HV9B8	293820	TRAPPC10	Trafficking protein particle complex 10	7109
HV9B9	563598	GABRP	Gamma-aminobutyric acid (GABA) A receptor, pi	2568
HV9B10	209137	GABRE	Gamma-aminobutyric acid (GABA) A receptor, epsilon	2564
HV9B11	823614	TDG	Thymine-DNA glycosylase	6996
HV9C3	300482	FUBP3	Far upstream element (FUSE) binding protein 3	8939
HV9C4	123400	KHSRP	KH-type splicing regulatory protein	8570
HV9C5	308588	FKBP8	FK506 binding protein 8, 38kDa	23770
HV9C8	361097	UBE2D3	Ubiquitin-conjugating enzyme E2D 3	7323
HV9C9	754538	DRAP1	DR1-associated protein 1 (negative cofactor 2 alpha)	10589
HV9C10	327150	DOCK1	Dedicator of cytokinesis 1	1793
HV9C12	771206	POLD2	Polymerase (DNA directed), delta 2, regulatory subunit 50kDa	5425
HV9D4	813675	STRA13	Stimulated by retinoic acid 13 homolog (mouse)	201254
HV9D5	280236			
HV9D6	51737	RBBP8	Retinoblastoma binding protein 8	5932
HV9D7	754355	SEMA5A	Sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A	9037
HV9D9	204214	CDC6	Cell division cycle 6 homolog (S. cerevisiae)	990
HV9D11	364329			
HV9E1	109265	ZNF148	Zinc finger protein 148	7707
HV9E2	548957			
HV9E3	212198	TP53BP2	Tumor protein p53 binding protein, 2	7159
HV9E4	213136	BTG2	BTG family, member 2	7832
HV9E5	46284	FRY	Furry homolog (Drosophila)	10129
HV9E6	175123	MAPK7	Mitogen-activated protein kinase 7	5598
HV9E7	139540	OSBPL3	Oxysterol binding protein-like 3	26031
HV9E8	813184	TNFAIP1	Tumor necrosis factor, alpha-induced protein 1 (endothelial)	7126
HV9E9	37234	MAP4K2	Mitogen-activated protein kinase kinase kinase kinase 2	5871
HV9E10	810974	HLTF	Helicase-like transcription factor	6596
HV9E12	35077	SPEG	SPEG complex locus	10290
HV9F2	813707	RGS16	Regulator of G-protein signaling 16	6004
HV9F6	127519			
HV9F7	361048	SND1	Staphylococcal nuclease and tudor domain containing 1	27044
HV9F8	810734	POLD4	Polymerase (DNA-directed), delta 4	57804
HV9F10	248454	PDIA4	Protein disulfide isomerase family A, member 4	9601
HV9F12	564846	THOC1	THO complex 1	9984
HV9G1	296679			
HV9G2	202535			
HV9G3	327304	DCAF8	DDB1 and CUL4 associated factor 8	50717
HV9G4	812105	MLLT11	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11	10962
HV9G6	135773	TERF1	Telomeric repeat binding factor (NIMA-interacting) 1	7013
HV9G7	756847	DEAF1	Deformed epidermal autoregulatory factor 1 (Drosophila)	10522
HV9G8	193067			
HV9G9	156045	SCAMP3	Secretory carrier membrane protein 3	10067
HV9G10	135527	SCAMP2	Secretory carrier membrane protein 2	10066
HV9G11	49860	PDK2	Pyruvate dehydrogenase kinase, isozyme 2	5164
HV9H2	243321			
HV9H3	46897	PMVK	Phosphomevalonate kinase	10654
HV9H5	41356	PPP2R5A	Protein phosphatase 2, regulatory subunit B@#$%&, alpha	5525
HV9H6	26578	PES1	Pescadillo ribosomal biogenesis factor 1	23481
HV9H7	293104	PHYH	Phytanoyl-CoA 2-hydroxylase	5264
HV9H8	124753	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	5826
HV9H9	347434	LEPREL4	Leprecan-like 4	10609
HV10A5	752652	TCF7L2	Transcription factor 7-like 2 (T-cell specific, HMG-box)	6934
HV10A6	770192	LGALS9	Lectin, galactoside-binding, soluble, 9	3965
HV10A8	129865	AURKA	Aurora kinase A	6790
HV10B1	109221	TMEM194A	Transmembrane protein 194A	23306
HV10B3	123980			
HV10B5	37491	TRIP10	Thyroid hormone receptor interactor 10	9322
HV10B6	129146	COX7A2L	Cytochrome c oxidase subunit VIIa polypeptide 2 like	9167
HV10B9	300590	TXNDC9	Thioredoxin domain containing 9	10190
HV10B11	754479	IFI44L	Interferon-induced protein 44-like	10964
HV10C3	165857	INPP4B	Inositol polyphosphate-4-phosphatase, type II, 105kDa	8821
HV10C7	359395	NAPG	N-ethylmaleimide-sensitive factor attachment protein, gamma	8774
HV10C9	129644	ABI1	Abl-interactor 1	10006
HV10C10	770910	ELF3	E74-like factor 3 (ets domain transcription factor, epithelial-specific )	1999
HV10C11	380394	EIF1AY	Eukaryotic translation initiation factor 1A, Y-linked	9086
HV10C12	144932		Transcribed locus	
HV10D2	823691			
HV10D3	248371		Transcribed locus, moderately similar to NP_034068.3 coatomer subunit alpha [Mus musculus]	
HV10D4	813171	KBTBD2	Kelch repeat and BTB (POZ) domain containing 2	25948
HV10D5	150314	LYPLA1	Lysophospholipase I	10434
HV10D6	187266	EIF2B2	Eukaryotic translation initiation factor 2B, subunit 2 beta, 39kDa	8892
HV10D7	823679	C18orf1	Chromosome 18 open reading frame 1	753
HV10D8	246524	CHEK1	Checkpoint kinase 1	1111
HV10D9	243343	CCT2	Chaperonin containing TCP1, subunit 2 (beta)	10576
HV10D12	137836	PDCD10	Programmed cell death 10	11235
HV10E1	470930			
HV10E2	283301	FAM13A	Family with sequence similarity 13, member A	10144
HV10E6	755416	SMAD5	SMAD family member 5	4090
HV10E8	347373			
HV10E9	42118	P2RX4	Purinergic receptor P2X, ligand-gated ion channel, 4	5025
HV10E11	377152	NDUFS4	NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)	4724
HV10F6	813591	ACOT8	Acyl-CoA thioesterase 8	10005
HV10F7	198917	FAM134C	Family with sequence similarity 134, member C	162427
HV10F8	771084			
HV10F9	813714	CFLAR	CASP8 and FADD-like apoptosis regulator	8837
HV10F12	359982			
HV10G1	30502	DLL1	Delta-like 1 (Drosophila)	28514
HV10G2	139573			
HV10G3	811842	SRP72	Signal recognition particle 72kDa	6731
HV10G4	243580	CHD2	Chromodomain helicase DNA binding protein 2	1106
HV10G5	262996		Transcribed locus	
HV10G6	130820	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	22976
HV10G7	203351			
HV10G8	340558	ARPC5	Actin related protein 2/3 complex, subunit 5, 16kDa	10092
HV10G9	202904			
HV10G11	358850	TMED10	Transmembrane emp24-like trafficking protein 10 (yeast)	10972
HV10G12	138991	COL6A3	Collagen, type VI, alpha 3	1293
HV10H6	363103		Transcribed locus	
HV10H7	129506			
HV10H8	211780	HEXB	Hexosaminidase B (beta polypeptide)	3074
HV10H9	23185	TNC	Tenascin C	3371
HV10H10	150623	NCOR2	Nuclear receptor corepressor 2	9612
HV10H11	327350			
HV10H12	767828	HPS1	Hermansky-Pudlak syndrome 1	3257
HV11A2	811827	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	3340
HV11A5	124824	RPL10A	Ribosomal protein L10a	4736
HV11A6	770066	NCAPD3	Non-SMC condensin II complex, subunit D3	23310
HV11A10	153411	HLA-DRA	Major histocompatibility complex, class II, DR alpha	3122
HV11A11	256664	H2AFX	H2A histone family, member X	3014
HV11A12	66317	HIST1H1C	Histone cluster 1, H1c	3006
HV11B1	121621	HNRNPU	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	3192
HV11B8	823901	UVRAG	UV radiation resistance associated gene	7405
HV11B9	301018	CDKL5	Cyclin-dependent kinase-like 5	6792
HV11B10	295729	HRSP12	Heat-responsive protein 12	10247
HV11B12	301849	EIF4G3	Eukaryotic translation initiation factor 4 gamma, 3	8672
HV11C1	108667	SF3A1	Splicing factor 3a, subunit 1, 120kDa	10291
HV11C2	668442	DDR2	Discoidin domain receptor tyrosine kinase 2	4921
HV11C3	295798	PGRMC1	Progesterone receptor membrane component 1	10857
HV11C5	813854			
HV11C8	234011	PKP2	Plakophilin 2	5318
HV11C9	813536	PIK3C3	Phosphoinositide-3-kinase, class 3	5289
HV11C10	589433	RTCA	RNA 3@#$%&-terminal phosphate cyclase	8634
HV11C11	210862	ACOX1	Acyl-CoA oxidase 1, palmitoyl	51
HV11C12	27548	NUP153	Nucleoporin 153kDa	9972
HV11D1	234562	SCAF11	SR-related CTD-associated factor 11	9169
HV11D2	134476	VAMP7	Vesicle-associated membrane protein 7	6845
HV11D5	809353	IRF3	Interferon regulatory factor 3	3661
HV11D7	525518	USP7	Ubiquitin specific peptidase 7 (herpes virus-associated)	7874
HV11D9	243741	UBD	Ubiquitin D	10537
HV11D10	810791	MNAT1	Menage a trois homolog 1, cyclin H assembly factor (Xenopus laevis)	4331
HV11D11	547058	CCNG1	Cyclin G1	900
HV11E1	752732	BLMH	Bleomycin hydrolase	642
HV11E2	154465	BPHL	Biphenyl hydrolase-like (serine hydrolase)	670
HV11E3	132012			
HV11E6	194214	TGIF1	TGFB-induced factor homeobox 1	7050
HV11E7	823930	ARPC1A	Actin related protein 2/3 complex, subunit 1A, 41kDa	10552
HV11E8	366558			
HV11E9	365060	RAB11A	RAB11A, member RAS oncogene family	8766
HV11E10	469686	RIT1	Ras-like without CAAX 1	6016
HV11E11	234237	PIR	Pirin (iron-binding nuclear protein)	8544
HV11E12	177621			
HV11F2	812251	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	9261
HV11F3	727292	CD163	CD163 molecule	9332
HV11F4	21738	HADH	Hydroxyacyl-CoA dehydrogenase	3033
HV11F5	72050	CLNS1A	Chloride channel, nucleotide-sensitive, 1A	1207
HV11F6	754046	LAGE3	L antigen family, member 3	8270
HV11F7	810040	TMEM187	Transmembrane protein 187	8269
HV11F8	154749	DPAGT1	Dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)	1798
HV11F9	813751	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	6484
HV11F10	813158	DRG2	Developmentally regulated GTP binding protein 2	1819
HV11F11	299154			
HV11F12	770216	EHMT2	Euchromatic histone-lysine N-methyltransferase 2	10919
HV11G1	251019	CDH1	Cadherin 1, type 1, E-cadherin (epithelial)	999
HV11G2	471266	DGCR6L	DiGeorge syndrome critical region gene 6-like	85359
HV11G3	755239			
HV11G4	341246	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	8192
HV11G5	26711	NCBP2	Nuclear cap binding protein subunit 2, 20kDa	22916
HV11G6	254321			
HV11G9	809992			
HV11G11	184365	CDK9	Cyclin-dependent kinase 9	1025
HV11G12	210317	RAB11B	RAB11B, member RAS oncogene family	9230
HV11H2	549146	TRIM22	Tripartite motif containing 22	10346
HV11H3	241880	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24	57062
HV11H4	810813	S100A2	S100 calcium binding protein A2	6273
HV11H5	177737	PURA	Purine-rich element binding protein A	5813
HV11H8	511066	PAPOLA	Poly(A) polymerase alpha	10914
HV11H9	194182			
HV11H10	275871	NAP1L1	Nucleosome assembly protein 1-like 1	4673
HV11H11	470175	MTCP1NB	Mature T-cell proliferation 1 neighbor	100272147
HV11H12	41591	MN1	Meningioma (disrupted in balanced translocation) 1	4330
HV12A4	755037			
HV12A6	33690	CPSF6	Cleavage and polyadenylation specific factor 6, 68kDa	11052
HV12A7	810986	PPP1R11	Protein phosphatase 1, regulatory (inhibitor) subunit 11	6992
HV12A9	50506	MAPK6	Mitogen-activated protein kinase 6	5597
HV12A10	768299	ZNF652	Zinc finger protein 652	22834
HV12A11	144834			
HV12B4	563444	GNAS	GNAS complex locus	2778
HV12B9	71606	NKG7	Natural killer cell group 7 sequence	4818
HV12B10	308041			
HV12C2	245920	GYS2	Glycogen synthase 2 (liver)	2998
HV12C3	45632	GYS1	Glycogen synthase 1 (muscle)	2997
HV12C4	248261	GLDC	Glycine dehydrogenase (decarboxylating)	2731
HV12C5	136235	GSTP1	Glutathione S-transferase pi 1	2950
HV12C6	811792	GSS	Glutathione synthetase	2937
HV12C7	823928			
HV12C8	713922	GSTM2	Glutathione S-transferase mu 2 (muscle)	2946
HV12C12	276449	GUSB	Glucuronidase, beta	2990
HV12D1	753775	GMPR	Guanosine monophosphate reductase	2766
HV12D3	122636			
HV12D4	741474	GPI	Glucose-6-phosphate isomerase	2821
HV12D6	127509	GBE1	Glucan (1,4-alpha-), branching enzyme 1	2632
HV12D7	51362	GTF2B	General transcription factor IIB	2959
HV12D9	823859			
HV12D11	35185	GABRB1	Gamma-aminobutyric acid (GABA) A receptor, beta 1	2560
HV12D12	197888	GNB2L1	Guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	10399
HV12E2	756480	NMT1	N-myristoyltransferase 1	4836
HV12E3	134748	GCSH	Glycine cleavage system protein H (aminomethyl carrier)	2653
HV12E4	768443	MGST1	Microsomal glutathione S-transferase 1	4257
HV12E8	173228	GMFB	Glia maturation factor, beta	2764
HV12E9	214990	GSN	Gelsolin	2934
HV12E10	230218	BLOC1S1	Biogenesis of lysosomal organelles complex-1, subunit 1	2647
HV12E11	562927	LRRFIP1	Leucine rich repeat (in FLII) interacting protein 1	9208
HV12E12	214068	GATA3	GATA binding protein 3	2625
HV12F2	221092	GABPB1	GA binding protein transcription factor, beta subunit 1	2553
HV12F3	260325	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	2551
HV12F4	183200	FAH	Fumarylacetoacetate hydrolase (fumarylacetoacetase)	2184
HV12F5	469412	FH	Fumarate hydratase	2271
HV12F7	308437	FUCA1	Fucosidase, alpha-L- 1, tissue	2517
HV12F8	669419	FXN	Frataxin	2395
HV12F11	131839	FOLR1	Folate receptor 1 (adult)	2348
HV12G1	197525	FMO5	Flavin containing monooxygenase 5	2330
HV12G2	139009	FN1	Fibronectin 1	2335
HV12G3	811162	FMOD	Fibromodulin	2331
HV12G4	752631		Transcribed locus	
HV12G8	767851	FBN1	Fibrillin 1	2200
HV12G9	66728	FECH	Ferrochelatase	2235
HV12H1	143519	FKBP2	FK506 binding protein 2, 13kDa	2286
HV12H3	302292	EXT2	Exostosin 2	2132
HV12H4	135449	EWSR1	Ewing sarcoma breakpoint region 1	2130
HV12H5	665774	EIF4E	Eukaryotic translation initiation factor 4E	1977
HV12H6	209296			
HV12H7	34849	EEF2	Eukaryotic translation elongation factor 2	1938
HV13A1	124597			
HV13A2	366834	EVPL	Envoplakin	2125
HV13A8	809939			
HV13A9	813678	SLC1A3	Solute carrier family 1 (glial high affinity glutamate transporter), member 3	6507
HV13A10	811999			
HV13A11	241412	ELF1	E74-like factor 1 (ets domain transcription factor)	1997
HV13A12	138936	STOM	Stomatin	2040
